vehicle_id,route_id,time_step,speed,co_emission,co2_emission,nox_emission,fuel_consumption
79,!79,885,8.8905,25.9793,5345.9815,1.6936,1677.5555
83,!83,885,0.0004,-0.0001,1571.009,0.6124,490.8455
85,!85,885,14.3951,0.0006,0.0003,0.0002,-0.0007
86,!86,885,13.6614,11.1751,2391.1773,0.8309,739.4368
87,!87,885,13.6002,0.0001,-0.0004,0.0006,-0.0003
88,!88,885,8.7415,23.6268,4716.0781,1.5178,1614.6299
63,!63,886,-0.0002,0.0002,1499.3633,0.6092,508.4079
72,!72,886,0.0004,0.0003,1470.8573,0.615,485.6571
77,!77,886,13.8293,39.661,5022.7804,1.7407,1647.4078
79,!79,886,10.9409,39.6435,5862.2706,1.9747,1991.698
83,!83,886,-0.0005,-0.0004,1496.5346,0.5895,518.2693
85,!85,886,10.1966,0.0004,-0.0001,-0.0001,-0.0003
86,!86,886,13.296,0.0003,0.0002,-0.0007,0.0004
87,!87,886,12.033,0.0006,-0.0011,0.0006,-0.0001
88,!88,886,11.2933,65.5805,8428.4025,2.9924,2836.0213
63,!63,887,-0.0004,0.0004,1540.4861,0.6297,463.2364
72,!72,887,-0.0003,-0.0004,1528.8851,0.6182,476.703
77,!77,887,13.8013,8.5483,2011.3779,0.7713,705.913
79,!79,887,11.7989,73.6196,8672.7951,2.8943,2706.6972
83,!83,887,-0.0001,-0.0,1520.4703,0.5884,499.479
85,!85,887,5.8009,0.0,0.0002,0.0001,0.0004
86,!86,887,12.63,12.4676,2545.6866,0.8866,830.2152
87,!87,887,8.0023,-0.0003,-0.0005,0.0002,-0.0003
88,!88,887,13.0969,53.3089,6413.1039,2.113,2085.8862
63,!63,888,-0.0001,-0.0001,1560.3442,0.6153,480.3031
72,!72,888,-0.0009,0.0001,1517.8772,0.6143,492.0678
77,!77,888,12.369,0.0004,0.0001,-0.0008,-0.0
79,!79,888,8.2791,0.0012,-0.0003,0.0003,0.0003
83,!83,888,-0.0001,0.0002,1540.4254,0.6242,487.419
85,!85,888,5.5635,0.0001,0.0007,-0.0002,-0.0002
86,!86,888,11.4515,0.0003,-0.0005,-0.0006,-0.0005
87,!87,888,3.6438,0.0006,-0.0003,-0.0004,-0.0004
88,!88,888,9.4796,0.0002,-0.0005,0.0002,-0.0005
63,!63,889,-0.0004,-0.0007,1511.2786,0.6005,484.9475
72,!72,889,-0.0005,0.0007,1542.6037,0.6223,469.2678
77,!77,889,12.7507,7.3404,2065.2207,0.7513,699.2909
79,!79,889,6.8987,-0.0005,-0.0001,0.0,-0.0006
83,!83,889,-0.0005,-0.0002,1538.2905,0.6276,499.0022
85,!85,889,5.5321,0.6506,1750.6008,0.6574,547.821
86,!86,889,7.7486,0.0004,0.0001,0.0006,0.0008
87,!87,889,1.0256,-0.001,-0.0004,-0.0001,0.0008
88,!88,889,6.5668,0.001,0.0008,-0.0002,0.0003
63,!63,890,0.0008,-0.0002,1535.7031,0.5991,501.499
72,!72,890,-0.0002,0.0002,1521.1205,0.6096,487.0644
77,!77,890,13.2051,12.0746,2535.9389,0.9134,818.5419
79,!79,890,7.0443,1.362,1732.6044,0.6514,561.3888
83,!83,890,0.0001,-0.0002,1622.1069,0.6151,474.2003
85,!85,890,6.5498,8.5807,3471.7537,0.9961,1080.8989
86,!86,890,5.9082,0.0004,-0.0011,0.0003,-0.0001
87,!87,890,0.679,0.0003,-0.0001,0.0002,0.0007
88,!88,890,5.7512,0.0003,-0.0002,0.0002,0.0006
89,!89,890,13.5574,7.7608,2033.2466,0.7397,672.8379
63,!63,891,-0.0012,-0.0007,1575.8032,0.6128,483.9148
72,!72,891,0.0006,0.0005,1574.3388,0.6086,505.3451
77,!77,891,13.4755,2.2913,1579.6591,0.5997,488.2364
79,!79,891,8.9751,23.1726,5007.5567,1.5446,1618.9438
83,!83,891,-0.0004,-0.0001,1504.7088,0.6149,488.8596
85,!85,891,8.5436,35.5788,6625.6686,2.0995,2101.641
86,!86,891,6.4623,4.3467,2466.0968,0.8121,802.1515
87,!87,891,0.1303,-0.0009,1145.3007,0.6007,383.3016
88,!88,891,7.3293,11.3969,3786.1652,1.1364,1174.4366
89,!89,891,13.7087,4.9446,1833.0611,0.6665,565.8505
63,!63,892,0.0005,0.0006,1492.8405,0.5843,505.4526
72,!72,892,0.0,-0.0005,1535.8012,0.6084,491.9755
77,!77,892,12.3725,0.0007,-0.0001,-0.0007,0.0
79,!79,892,10.8586,46.2632,6743.9533,2.1623,2222.0961
83,!83,892,0.0008,-0.0001,1479.948,0.6296,474.1601
85,!85,892,10.0602,38.0429,5852.4761,2.0832,1918.0473
86,!86,892,5.8606,-0.0003,0.0002,0.0004,-0.001
87,!87,892,0.0545,0.0006,1497.1813,0.6081,482.5751
88,!88,892,9.0502,27.5991,5619.0753,1.6932,1788.0336
89,!89,892,9.0255,-0.0004,-0.0012,-0.0011,-0.0002
63,!63,893,0.0004,0.0,1494.5463,0.6254,510.3192
72,!72,893,-0.0008,-0.0007,1536.1846,0.6325,477.2997
79,!79,893,12.4821,46.1181,6132.0323,2.0329,1992.6956
83,!83,893,0.0,-0.0009,1604.8085,0.584,507.308
85,!85,893,10.4325,9.9364,2507.0579,0.8842,823.6242
86,!86,893,6.8749,12.7974,4019.3781,1.2245,1230.8693
87,!87,893,0.0157,-0.0005,1531.8014,0.6413,496.8229
88,!88,893,10.2646,25.2076,4600.292,1.4624,1429.7017
89,!89,893,4.4203,0.0001,0.0008,-0.0004,-0.0002
63,!63,894,-0.0001,-0.0004,1586.2641,0.6254,507.8305
72,!72,894,0.0009,0.0014,1522.261,0.6189,496.6968
79,!79,894,13.9603,62.0796,7213.0344,2.539,2303.1224
83,!83,894,0.0,0.0013,1585.0207,0.5967,487.2177
85,!85,894,10.4009,0.0003,-0.0006,0.0001,-0.0006
86,!86,894,5.4422,0.0006,-0.0001,-0.0004,-0.0004
87,!87,894,0.0016,0.0003,1519.3649,0.6286,508.3783
88,!88,894,11.6323,37.0908,5731.0478,1.9358,1907.5651
89,!89,894,5.9461,7.3521,3345.9916,0.9547,1097.6641
63,!63,895,0.0007,0.0003,1610.5686,0.6016,498.3136
72,!72,895,-0.0005,0.0008,1582.8033,0.6309,504.9343
79,!79,895,14.0598,36.4576,4397.1069,1.6003,1457.567
83,!83,895,-0.0007,-0.0011,1529.9551,0.5969,498.9229
85,!85,895,11.7919,56.5215,7555.3194,2.4724,2349.9134
86,!86,895,5.3908,0.083,1571.5338,0.5942,510.6542
87,!87,895,0.0005,0.0004,1464.4419,0.6072,489.8252
88,!88,895,13.2909,41.6112,5718.686,1.9671,1848.0567
89,!89,895,6.2447,4.63,2561.2526,0.8392,807.5855
63,!63,896,0.0001,-0.0003,1525.5097,0.6407,475.6083
72,!72,896,0.0003,0.0003,1508.4609,0.6033,502.1611
79,!79,896,9.8561,0.0007,0.0,0.0008,0.001
83,!83,896,-0.0009,-0.0004,1590.8948,0.6042,503.2187
86,!86,896,7.2133,21.2007,5380.3734,1.5903,1788.3379
87,!87,896,-0.0005,-0.0005,1565.7127,0.6149,476.4898
88,!88,896,13.2367,18.3769,3083.9631,1.1231,1037.6144
89,!89,896,8.0952,27.6991,5860.1606,1.7331,1873.4173
63,!63,897,0.0002,-0.0005,1496.504,0.624,494.1066
72,!72,897,0.0006,0.0005,1508.3164,0.6055,502.385
79,!79,897,5.7996,-0.0005,-0.0009,-0.0014,0.0003
83,!83,897,0.0002,0.0004,1406.246,0.5971,496.9119
86,!86,897,8.7227,25.3517,4955.575,1.5719,1708.2841
87,!87,897,0.0,-0.0,1544.4381,0.6029,514.187
88,!88,897,10.8402,0.0004,0.0003,-0.0006,-0.0006
89,!89,897,9.8046,24.563,4893.1663,1.4739,1536.3201
63,!63,898,-0.0001,0.0003,1506.7962,0.6205,502.4713
72,!72,898,-0.0009,0.0001,1474.0052,0.6007,510.541
79,!79,898,7.7152,23.2634,5554.9826,1.7183,1833.669
83,!83,898,-0.0002,-0.0003,1489.8644,0.6332,489.1727
86,!86,898,10.6288,36.9288,5885.9916,1.8854,1954.7648
87,!87,898,0.0006,0.0007,1488.8688,0.6311,496.5629
88,!88,898,6.4938,-0.0003,0.0001,-0.0008,-0.0002
89,!89,898,11.1879,43.8821,6357.7675,2.0553,2000.0968
63,!63,899,-0.0001,-0.0003,1541.0946,0.6165,471.568
72,!72,899,0.0006,-0.0007,1506.5037,0.6064,479.545
79,!79,899,9.212,24.7996,5150.5293,1.6222,1546.0406
83,!83,899,-0.0002,-0.0005,1568.3487,0.5999,504.0313
86,!86,899,12.8652,68.5735,8240.7431,2.7864,2661.8248
87,!87,899,-0.0002,-0.0009,1512.717,0.6285,483.6042
88,!88,899,8.6325,35.5347,6752.9193,2.0822,2190.6569
89,!89,899,13.4781,82.196,9350.2785,3.2752,2903.1922
63,!63,900,0.0002,0.0,1517.5622,0.6062,504.0021
72,!72,900,0.0008,-0.0004,1477.3413,0.6303,475.7113
79,!79,900,11.0155,35.5185,5478.1858,1.7917,1844.7518
83,!83,900,-0.0003,-0.0012,1532.8264,0.587,517.9518
86,!86,900,14.0358,48.1745,5692.6017,2.0904,1802.5097
87,!87,900,-0.0004,0.0007,1537.8276,0.5831,496.3183
88,!88,900,4.1294,0.0009,-0.0004,0.0002,-0.0013
90,!90,900,10.8699,3.513,1816.5385,0.6526,584.6053
63,!63,901,0.0003,0.0004,1514.7805,0.5868,492.9628
72,!72,901,-0.0003,0.0001,1583.0259,0.6,467.7538
79,!79,901,12.8681,78.9096,8631.262,3.0189,2930.2161
83,!83,901,0.0002,0.0014,1544.8322,0.6108,513.277
86,!86,901,13.6893,3.488,1677.4096,0.6152,535.673
87,!87,901,-0.0004,-0.0003,1477.556,0.6129,503.4968
88,!88,901,5.7691,9.0533,3951.4618,1.1245,1266.458
90,!90,901,11.3586,22.6798,4191.3224,1.3825,1301.6413
63,!63,902,0.0003,0.0002,1517.4943,0.6045,505.7319
72,!72,902,-0.0,0.0009,1504.045,0.5851,511.8327
83,!83,902,0.0002,-0.0,1492.3782,0.6181,496.7159
86,!86,902,13.213,6.4293,1944.9461,0.6867,625.08
87,!87,902,-0.0,0.0001,1559.4771,0.6338,503.929
88,!88,902,8.1069,31.8346,6677.3257,1.9848,2276.3962
90,!90,902,7.2791,0.0002,-0.0,-0.0006,-0.0004
63,!63,903,0.0005,0.0001,1462.8628,0.5942,481.2514
72,!72,903,-0.0004,0.0004,1566.382,0.6278,461.5045
83,!83,903,-0.0005,-0.0,1537.6829,0.6122,495.0511
86,!86,903,13.4636,12.3067,2472.4687,0.8522,751.0582
87,!87,903,-0.0003,-0.0006,1530.8224,0.6235,508.5075
88,!88,903,10.7059,56.1531,8021.4826,2.5688,2783.6483
90,!90,903,7.6607,8.3468,2956.7978,0.943,936.844
63,!63,904,0.0009,0.0001,1530.05,0.6194,471.0017
72,!72,904,-0.0003,-0.0001,1510.4775,0.6435,510.779
83,!83,904,0.0006,0.0001,1538.5961,0.5959,475.8593
86,!86,904,13.2972,6.6947,1880.7983,0.7093,629.8313
87,!87,904,-0.0007,0.0007,1527.0845,0.6423,505.1673
88,!88,904,10.5159,0.0,1311.7568,0.5156,445.0026
90,!90,904,6.9561,0.0006,0.0007,-0.0001,-0.0002
63,!63,905,0.0,-0.0002,1559.8238,0.5998,500.5288
72,!72,905,0.0001,-0.0006,1511.2143,0.596,493.3735
83,!83,905,-0.0006,-0.0,1417.5142,0.6053,487.4832
86,!86,905,13.4184,0.0,-0.0003,0.0006,0.0003
87,!87,905,0.0007,-0.0008,1539.1367,0.6204,487.6159
88,!88,905,6.3578,0.0002,-0.0003,0.0001,-0.0005
90,!90,905,7.2156,3.1632,2097.7404,0.7521,644.9097
63,!63,906,0.0008,-0.0003,1547.3913,0.615,489.8654
72,!72,906,-0.0003,0.0001,1551.9566,0.6231,503.6024
83,!83,906,0.0003,0.0006,1573.6752,0.6249,461.8023
87,!87,906,0.0005,-0.0,1494.3237,0.6031,496.3176
88,!88,906,7.6927,13.0955,3797.2597,1.2047,1262.2587
90,!90,906,9.621,45.6485,7576.6474,2.3137,2435.6086
63,!63,907,-0.0004,0.0002,1545.1724,0.6036,487.6763
72,!72,907,-0.0006,0.0007,1482.9853,0.5967,472.1448
83,!83,907,0.0003,0.0012,1581.1678,0.629,490.5147
87,!87,907,-0.0,-0.0002,1510.1967,0.626,486.1115
88,!88,907,7.8381,0.2558,1523.6305,0.5661,485.8044
90,!90,907,12.1087,38.8071,5547.6072,2.0492,1825.6759
63,!63,908,0.0005,0.0004,1532.1794,0.6166,508.9745
72,!72,908,0.0006,0.0008,1591.6677,0.6066,474.0234
83,!83,908,-0.0002,-0.0,1550.4868,0.6293,516.8889
87,!87,908,0.0002,-0.0005,1521.3739,0.5818,498.0727
88,!88,908,7.7148,4.273,2224.483,0.7868,720.489
90,!90,908,12.83,60.4569,7262.3649,2.4266,2403.024
63,!63,909,-0.0001,0.0002,1454.9462,0.6127,504.4705
72,!72,909,0.0005,0.0002,1556.1191,0.634,505.0905
83,!83,909,0.0005,-0.0,1541.7921,0.605,497.1293
87,!87,909,-0.0004,0.0,1498.8286,0.6226,504.0016
88,!88,909,8.876,21.4708,4876.374,1.4884,1481.428
90,!90,909,12.7557,12.5421,2475.9055,0.9257,831.1591
63,!63,910,-0.0004,-0.0001,1449.0151,0.5901,481.9344
72,!72,910,0.0007,-0.0009,1588.2992,0.6131,504.2345
83,!83,910,0.0001,-0.0009,1521.9749,0.6063,520.5269
87,!87,910,0.0013,0.0002,1471.9792,0.5984,520.1249
88,!88,910,10.964,38.0388,5642.9223,2.0036,1870.0253
90,!90,910,13.0192,1.6329,1453.0312,0.5668,486.6804
91,!91,910,7.4728,1.2488,1704.9529,0.6087,526.9755
63,!63,911,-0.0003,-0.0005,1558.4773,0.6051,490.9853
72,!72,911,0.0001,0.0005,1500.8445,0.6106,483.2978
83,!83,911,-0.0003,-0.0004,1501.2522,0.6528,495.1985
87,!87,911,-0.0,0.0008,1530.0666,0.6278,508.5544
88,!88,911,11.1142,12.2916,2932.179,0.9307,892.5251
90,!90,911,13.8495,23.9091,3584.9182,1.2372,1221.9781
91,!91,911,5.9913,-0.0001,0.0006,-0.0005,0.0006
63,!63,912,-0.0002,0.0005,1607.6564,0.5869,513.6272
72,!72,912,0.0009,0.0006,1499.7013,0.6262,493.8816
83,!83,912,0.0002,0.0001,1466.4305,0.6131,505.5126
87,!87,912,0.0002,-0.0004,1515.6143,0.6012,500.0933
88,!88,912,7.4913,0.0005,-0.0006,0.0003,-0.0005
90,!90,912,9.4839,-0.0009,0.0006,-0.0005,-0.0
91,!91,912,6.7488,3.5075,2142.2304,0.7472,711.3072
63,!63,913,-0.0,-0.0013,1538.6396,0.6043,481.0328
72,!72,913,-0.0004,-0.0004,1527.0358,0.5965,488.2987
83,!83,913,0.0004,-0.001,1562.0645,0.5817,499.0771
87,!87,913,0.0001,-0.0002,1460.0353,0.6011,487.1615
88,!88,913,3.9199,0.0004,0.0002,-0.0002,-0.0002
90,!90,913,5.6249,0.0005,-0.0005,0.0003,-0.0004
91,!91,913,7.2361,8.4062,3136.5962,0.9835,943.4784
63,!63,914,0.0002,0.0001,1482.5126,0.5887,497.9815
72,!72,914,-0.0008,-0.0001,1500.333,0.6232,510.9745
83,!83,914,0.0003,-0.0008,1524.2362,0.5814,459.14
87,!87,914,-0.0001,0.0005,1454.6644,0.6276,476.1198
88,!88,914,6.1172,16.6631,5568.2006,1.5634,1790.2506
90,!90,914,6.8955,13.8845,4294.811,1.2621,1324.626
91,!91,914,6.8151,-0.0006,-0.0004,0.0004,0.001
63,!63,915,-0.0004,0.0004,1582.1302,0.6361,485.7201
72,!72,915,-0.0005,0.0009,1556.4768,0.6096,480.9624
83,!83,915,0.0001,-0.001,1523.7575,0.5845,497.6874
87,!87,915,-0.0006,-0.0002,1481.5077,0.6156,521.7711
88,!88,915,8.036,19.4297,4737.8649,1.3959,1512.7679
90,!90,915,8.404,20.6989,4762.8915,1.4745,1520.2151
91,!91,915,6.5974,-0.0004,0.0003,-0.0003,0.0002
63,!63,916,-0.0007,0.0001,1528.049,0.5922,512.2594
72,!72,916,0.0002,0.0006,1550.3252,0.5957,500.0714
83,!83,916,0.0001,-0.0,1500.0428,0.6402,510.3844
87,!87,916,-0.0002,0.0002,1495.2793,0.6161,480.2064
88,!88,916,6.8507,0.0002,0.0004,0.0006,-0.0008
90,!90,916,10.7157,55.7792,8001.0191,2.4532,2546.0167
91,!91,916,6.4791,0.5313,1621.7865,0.5868,532.8149
63,!63,917,-0.0006,0.0,1488.1428,0.631,472.3727
72,!72,917,-0.0001,0.0003,1576.8433,0.6017,487.0445
83,!83,917,-0.0,-0.0,1521.4842,0.6154,499.2425
87,!87,917,0.0,0.0003,1556.9724,0.597,490.2815
90,!90,917,12.3753,49.2903,6384.1229,2.1444,2051.0519
91,!91,917,6.3376,1.5922,1902.9534,0.6879,594.9308
63,!63,918,0.0006,0.0004,1472.9869,0.6179,487.9842
72,!72,918,-0.0001,-0.0004,1544.9004,0.6118,464.783
83,!83,918,-0.0002,0.0002,1538.8169,0.5646,484.9035
87,!87,918,-0.0001,-0.0003,1535.461,0.6045,486.2099
90,!90,918,13.0837,31.0487,4333.9659,1.5228,1415.6094
91,!91,918,6.6714,2.4744,2041.063,0.7011,622.2382
63,!63,919,-0.0006,-0.0002,1510.7099,0.5977,515.915
72,!72,919,-0.0003,-0.0002,1513.9795,0.6032,479.1187
83,!83,919,-0.0009,0.0008,1509.3722,0.6271,485.131
87,!87,919,-0.0007,-0.0003,1544.5803,0.6155,479.7558
90,!90,919,13.049,15.0411,2596.3002,0.9774,862.1857
63,!63,920,-0.0001,-0.0009,1534.2393,0.6044,457.07
72,!72,920,-0.0006,0.0004,1538.2164,0.6468,505.8632
83,!83,920,-0.0004,-0.0001,1491.757,0.6278,498.8523
87,!87,920,0.0001,0.0005,1501.3782,0.6048,497.2694
90,!90,920,14.5195,26.4817,3581.4861,1.3181,1238.469
92,!92,920,6.8762,0.9974,1688.6256,0.63,570.7518
63,!63,921,-0.0,0.0008,1559.1226,0.6034,498.219
72,!72,921,-0.0001,0.0,1501.2667,0.6172,497.1961
83,!83,921,0.0001,-0.0,1536.9427,0.6068,501.5242
87,!87,921,0.0002,-0.0006,1572.3532,0.6017,513.7395
90,!90,921,9.4211,0.0004,-0.0003,-0.0007,0.0007
92,!92,921,5.7338,-0.0001,-0.0002,0.0003,0.0003
63,!63,922,-0.0006,-0.0005,1483.8246,0.6023,493.3833
72,!72,922,-0.0014,0.0002,1511.7601,0.6393,523.582
83,!83,922,-0.0002,-0.0003,1510.5878,0.6257,491.7366
87,!87,922,-0.0001,0.0001,1603.0779,0.613,495.3707
90,!90,922,5.0167,0.0001,0.0003,-0.0008,-0.0002
92,!92,922,6.6954,9.1209,3525.8071,1.0526,1077.5626
63,!63,923,0.0001,-0.0004,1556.2457,0.6224,493.6234
72,!72,923,-0.0008,-0.0005,1518.5405,0.6237,503.1048
83,!83,923,-0.0005,-0.0002,1522.8472,0.6162,509.2951
87,!87,923,-0.0005,-0.0001,1516.7716,0.6185,492.0934
90,!90,923,7.5118,27.6266,6449.8092,1.7967,2105.7746
92,!92,923,3.7204,-0.0007,-0.0001,-0.0001,0.0004
63,!63,924,0.0002,0.0003,1467.373,0.6229,486.5159
72,!72,924,0.0001,0.0007,1594.0119,0.5939,494.5749
83,!83,924,-0.0007,0.0005,1524.0401,0.6298,512.4895
87,!87,924,0.0002,0.0,1530.7869,0.5647,517.4226
90,!90,924,8.3008,7.1485,2498.7938,0.8848,919.1864
92,!92,924,4.6323,3.3454,2711.8639,0.8179,891.999
63,!63,925,-0.0003,-0.0002,1462.0731,0.5995,498.9705
72,!72,925,-0.0,0.0003,1552.8327,0.6153,471.2458
83,!83,925,-0.0002,-0.0008,1497.2534,0.5872,494.4714
87,!87,925,0.0004,0.0001,1473.9884,0.6305,480.014
90,!90,925,9.9461,28.7748,5275.4027,1.6949,1776.8703
92,!92,925,3.8926,-0.0004,0.0002,0.0001,0.0008
63,!63,926,0.0004,-0.0007,1524.5902,0.6089,495.358
72,!72,926,0.0007,0.0005,1505.502,0.5973,506.9408
83,!83,926,0.0001,0.0005,1482.7217,0.6029,475.7111
87,!87,926,-0.0003,0.0004,1509.2976,0.6244,493.2391
90,!90,926,11.8337,60.4063,7666.2269,2.5908,2504.3903
92,!92,926,3.4957,-0.0002,-0.0,0.0005,-0.0002
63,!63,927,-0.0001,-0.0,1559.6424,0.6038,492.2307
72,!72,927,0.0001,-0.0004,1504.5013,0.637,489.2139
83,!83,927,-0.0001,-0.0,1483.43,0.6355,497.8709
87,!87,927,-0.0007,-0.0005,1405.899,0.6309,506.794
90,!90,927,7.6938,-0.0005,0.0012,-0.0005,0.0005
92,!92,927,5.4786,7.8927,4135.8477,1.0669,1238.8729
63,!63,928,-0.0007,0.0006,1465.252,0.6161,477.2325
72,!72,928,-0.0006,0.0007,1468.0797,0.615,496.852
83,!83,928,-0.0002,-0.0005,1553.5779,0.601,490.265
87,!87,928,0.0001,-0.0011,1516.9037,0.6065,481.472
90,!90,928,7.8696,8.3921,2875.9633,0.9521,964.0019
92,!92,928,8.122,29.7244,6683.0918,1.9102,2117.5535
63,!63,929,0.0006,0.0003,1492.0339,0.6462,485.5349
72,!72,929,0.0,0.0007,1540.007,0.6172,481.8127
83,!83,929,-0.0003,-0.0006,1526.1782,0.5944,502.764
87,!87,929,0.0001,0.0002,1505.3501,0.6001,479.2358
90,!90,929,7.7645,-0.0008,-0.0001,0.0001,-0.0005
92,!92,929,9.9833,40.2635,6700.8777,2.1566,2247.6443
63,!63,930,-0.0003,0.0006,1529.0298,0.5727,482.9498
72,!72,930,0.0004,0.0013,1502.9034,0.6108,479.5305
83,!83,930,-0.001,0.0009,1562.9793,0.6217,505.8282
87,!87,930,0.0001,-0.0,1584.0155,0.618,504.1906
90,!90,930,7.6835,2.0355,1747.3777,0.6642,594.8461
92,!92,930,9.1423,0.0004,0.0006,0.0007,-0.0006
93,!93,930,12.6613,6.4212,2008.4128,0.7211,648.2202
63,!63,931,-0.0004,0.001,1558.9067,0.6281,502.6069
72,!72,931,-0.0004,-0.0005,1504.3104,0.6405,522.7584
83,!83,931,0.0001,0.0001,1469.6177,0.6024,496.0919
87,!87,931,-0.0001,0.0007,1509.1488,0.574,484.5206
92,!92,931,4.8043,0.0003,-0.0005,0.0003,-0.0003
93,!93,931,12.4594,0.0014,0.0002,-0.0,-0.0011
63,!63,932,0.0003,-0.0002,1540.01,0.5764,513.6593
72,!72,932,-0.0001,-0.0003,1465.3771,0.6281,494.8801
83,!83,932,0.0002,-0.0007,1480.5161,0.5998,476.108
87,!87,932,-0.0008,-0.0002,1514.9218,0.6313,496.4082
92,!92,932,5.2826,2.6853,2216.9251,0.6974,740.104
93,!93,932,9.8662,-0.0,0.0007,0.0002,-0.0006
63,!63,933,0.0009,0.0001,1471.2447,0.6238,476.2797
72,!72,933,0.0003,0.0001,1541.3885,0.613,491.4195
83,!83,933,0.0003,-0.0013,1515.0965,0.6292,508.3712
87,!87,933,0.0005,-0.0005,1529.5628,0.6063,498.8149
92,!92,933,5.1255,0.3993,1585.85,0.6013,531.6437
93,!93,933,5.6526,-0.0002,-0.0008,0.0001,0.0001
63,!63,934,-0.0003,-0.0001,1509.7519,0.6061,489.2298
72,!72,934,0.0005,0.0009,1499.2611,0.6055,490.1644
83,!83,934,0.0002,0.0003,1565.5277,0.6037,484.1169
87,!87,934,0.0001,-0.0001,1494.7532,0.6309,493.8726
92,!92,934,5.7767,3.2588,2254.5397,0.773,747.1363
93,!93,934,2.9835,-0.0009,-0.0001,-0.0005,-0.0004
63,!63,935,-0.0006,0.0002,1585.4937,0.6157,484.5828
72,!72,935,-0.0001,-0.0005,1497.5022,0.6377,476.9931
83,!83,935,-0.0003,0.0004,1534.0418,0.598,486.4737
87,!87,935,0.0005,-0.001,1559.6575,0.6185,496.6614
92,!92,935,5.4739,0.006,1537.2913,0.5864,489.9366
93,!93,935,2.1833,-0.0005,0.0004,-0.0006,-0.0003
63,!63,936,0.0007,0.0007,1510.2217,0.6247,487.5678
72,!72,936,-0.0003,0.0002,1490.2137,0.6117,499.4461
83,!83,936,-0.001,-0.0004,1529.4442,0.5898,501.5472
87,!87,936,-0.0011,0.0002,1526.6416,0.601,500.19
92,!92,936,6.0722,2.8746,2142.9602,0.7504,699.5672
93,!93,936,2.4519,0.5222,2057.6397,0.6638,617.4037
63,!63,937,0.0008,-0.0001,1544.2085,0.6193,483.6645
72,!72,937,-0.0001,-0.0002,1457.2876,0.5831,499.1071
83,!83,937,-0.0006,0.0001,1496.3447,0.6046,497.4672
87,!87,937,-0.0008,-0.0,1539.8445,0.6465,470.761
92,!92,937,6.0148,2.2608,1934.3328,0.6956,612.1242
93,!93,937,3.8316,3.7935,3221.9247,0.898,1045.6742
63,!63,938,0.0003,0.0003,1587.715,0.584,474.855
72,!72,938,0.0003,-0.0006,1588.651,0.6004,467.8565
83,!83,938,-0.0,-0.0002,1567.3097,0.6161,518.0729
87,!87,938,0.0008,0.0003,1518.014,0.5811,496.749
92,!92,938,8.2349,31.1201,5960.2901,1.9334,1950.2368
93,!93,938,6.191,19.4606,6000.2253,1.6499,1905.5223
63,!63,939,-0.0004,0.0009,1521.7894,0.6174,518.1316
72,!72,939,0.0001,-0.0002,1516.5999,0.6069,486.4907
83,!83,939,-0.0002,-0.0001,1528.2515,0.6101,486.0889
87,!87,939,0.0006,-0.0006,1584.8506,0.5766,494.1375
92,!92,939,5.7251,-0.0002,-0.0004,0.0013,0.0001
93,!93,939,8.3056,27.523,5989.8772,1.7237,1903.7685
63,!63,940,-0.0005,-0.0003,1546.5791,0.617,503.0681
72,!72,940,-0.0008,-0.0,1565.2693,0.6489,503.3307
83,!83,940,0.0005,-0.0006,1498.7008,0.603,507.3077
87,!87,940,0.0008,-0.0004,1514.9587,0.6184,477.9355
92,!92,940,6.3633,5.7445,2833.4945,0.8694,889.1016
93,!93,940,9.5542,30.4546,5462.3134,1.6911,1690.7924
94,!94,940,1.1106,0.0056,1479.047,0.5865,496.7327
63,!63,941,-0.0005,0.0,1527.3648,0.6126,481.4361
72,!72,941,-0.0004,0.0005,1510.9259,0.6304,502.3971
83,!83,941,-0.0004,-0.0004,1569.2833,0.6067,505.6014
87,!87,941,-0.0008,0.0002,1490.6546,0.614,490.0449
92,!92,941,5.6264,0.0003,0.0003,-0.0,-0.0002
93,!93,941,11.221,38.3555,5751.9669,2.0823,1915.8582
94,!94,941,2.7971,2.3532,3484.9941,0.8221,1058.3132
63,!63,942,-0.0,-0.0001,1553.7196,0.625,492.2112
72,!72,942,0.0,0.0006,1559.0679,0.6204,501.2086
83,!83,942,-0.0005,0.0001,1517.7067,0.6047,471.1634
87,!87,942,-0.0007,0.0007,1509.1961,0.6071,480.828
92,!92,942,6.529,7.5999,3139.4639,0.9811,1011.8198
93,!93,942,12.1017,31.7809,4492.7915,1.5468,1490.4547
94,!94,942,3.1353,0.9665,2215.8344,0.6734,680.835
63,!63,943,0.0003,-0.0001,1511.0037,0.6036,492.0624
72,!72,943,0.0004,0.0,1521.0615,0.6064,479.5271
83,!83,943,0.0006,-0.0,1520.0585,0.6315,512.8988
87,!87,943,0.0001,-0.0003,1506.8581,0.6259,503.5682
92,!92,943,8.8955,36.354,6703.7224,2.0343,2225.8199
93,!93,943,11.6549,0.0002,0.0009,-0.0002,-0.0003
94,!94,943,4.6727,6.2966,3765.5382,1.0342,1219.2848
63,!63,944,-0.0006,0.0006,1505.3464,0.6219,499.7646
72,!72,944,0.0004,-0.0002,1477.6327,0.613,489.8712
83,!83,944,0.0002,-0.0004,1546.9946,0.604,497.5781
