route_id,speed,bus_count,message_count
458,40,3,16
459,-1,0,0
460,-1,0,0
463,-1,0,0
464,-1,0,0
465,33,1,12
466,31,1,4
467,-1,0,0
468,25,2,4
618,-1,0,0
620,-1,0,0
621,-1,0,0
622,-1,0,0
623,-1,0,0
624,-1,0,0
625,26,1,9
626,26,1,12
627,23,1,11
628,20,1,12
629,-1,0,0
632,-1,0,0
633,-1,0,0
634,-1,0,0
635,-1,0,0
636,42,2,5
637,33,1,9
638,33,1,9
639,-1,0,0
640,-1,0,0
641,30,1,11
642,25,1,5
643,21,1,6
644,28,1,10
645,-1,0,0
646,-1,0,0
647,-1,0,0
648,-1,0,0
649,25,1,2
650,27,1,12
651,28,1,10
652,27,1,11
653,29,1,11
656,-1,0,0
660,-1,0,0
670,-1,0,0
673,-1,0,0
674,-1,0,0
679,-1,0,0
680,-1,0,0
683,-1,0,0
684,-1,0,0
685,-1,0,0
686,-1,0,0
687,-1,0,0
688,-1,0,0
689,-1,0,0
690,-1,0,0
691,-1,0,0
692,-1,0,0
693,-1,0,0
694,-1,0,0
695,-1,0,0
696,-1,0,0
697,-1,0,0
698,-1,0,0
699,-1,0,0
700,-1,0,0
702,31,1,8
703,26,1,7
704,26,1,5
705,29,1,12
706,26,1,10
707,27,1,10
708,38,1,9
709,25,1,15
710,10,1,4
711,-1,0,0
712,-1,0,0
713,29,1,1
714,33,1,9
715,33,1,10
716,33,1,12
717,26,1,9
718,25,1,11
719,-1,0,0
721,-1,0,0
771,-1,0,0
772,-1,0,0
773,-1,0,0
774,-1,0,0
775,-1,0,0
1196,-1,0,0
1197,-1,0,0
1198,-1,0,0
1199,-1,0,0
1277,-1,0,0
211,31,1,9
212,26,1,1
214,-1,0,0
215,-1,0,0
216,-1,0,0
217,-1,0,0
218,-1,0,0
219,-1,0,0
220,-1,0,0
221,-1,0,0
222,23,1,1
223,23,1,11
224,27,1,12
225,29,1,10
226,27,1,7
227,33,2,10
228,-1,0,0
229,-1,0,0
230,29,1,5
231,28,1,10
232,29,1,6
233,27,1,11
234,27,1,10
235,26,1,12
236,27,1,8
237,-1,0,0
238,-1,0,0
239,-1,0,0
240,20,1,3
241,25,1,14
242,29,1,4
243,24,1,13
244,21,1,10
245,-1,0,0
246,-1,0,0
293,-1,0,0
294,-1,0,0
295,-1,0,0
296,-1,0,0
297,-1,0,0
298,-1,0,0
299,-1,0,0
300,-1,0,0
301,29,1,1
302,23,1,9
303,-1,0,0
304,-1,0,0
305,-1,0,0
373,-1,0,0
374,-1,0,0
375,-1,0,0
376,26,1,8
377,26,1,6
378,30,1,7
379,28,1,7
380,17,1,6
381,-1,0,0
382,-1,0,0
383,-1,0,0
384,-1,0,0
385,-1,0,0
386,-1,0,0
387,25,1,6
388,33,1,15
389,24,1,8
390,23,1,6
391,16,1,4
392,-1,0,0
393,-1,0,0
394,-1,0,0
395,-1,0,0
396,-1,0,0
397,-1,0,0
398,32,1,4
399,25,1,6
400,25,1,7
401,35,1,6
402,23,1,8
403,34,1,3
404,-1,0,0
405,23,1,6
406,25,1,8
407,21,4,12
408,35,3,5
409,18,1,10
410,19,2,15
411,27,2,16
412,23,2,23
413,31,1,10
414,31,1,13
455,26,1,10
532,-1,0,0
533,-1,0,0
534,-1,0,0
535,-1,0,0
536,-1,0,0
537,-1,0,0
538,-1,0,0
539,-1,0,0
540,-1,0,0
541,-1,0,0
542,-1,0,0
543,-1,0,0
544,-1,0,0
545,-1,0,0
546,-1,0,0
547,-1,0,0
548,-1,0,0
549,-1,0,0
550,-1,0,0
551,-1,0,0
552,-1,0,0
553,-1,0,0
554,-1,0,0
555,-1,0,0
556,-1,0,0
557,-1,0,0
558,-1,0,0
559,-1,0,0
560,-1,0,0
563,-1,0,0
564,-1,0,0
565,-1,0,0
566,23,1,9
567,-1,0,0
568,-1,0,0
569,-1,0,0
570,-1,0,0
571,-1,0,0
572,27,1,12
573,27,1,13
574,25,1,9
575,27,1,8
576,23,1,6
577,-1,0,0
578,-1,0,0
579,-1,0,0
580,-1,0,0
581,-1,0,0
582,-1,0,0
583,-1,0,0
584,-1,0,0
586,-1,0,0
587,43,1,1
589,-1,0,0
591,-1,0,0
592,-1,0,0
593,-1,0,0
594,52,1,1
595,52,1,1
596,-1,0,0
597,-1,0,0
598,-1,0,0
599,-1,0,0
600,-1,0,0
601,-1,0,0
602,-1,0,0
604,-1,0,0
605,-1,0,0
606,-1,0,0
607,-1,0,0
608,-1,0,0
609,23,1,6
610,-1,0,0
611,-1,0,0
1281,24,2,7
1282,25,1,7
1283,-1,0,0
8,25,1,10
9,25,1,7
10,-1,0,0
11,-1,0,0
12,-1,0,0
13,-1,0,0
14,-1,0,0
15,-1,0,0
16,-1,0,0
17,-1,0,0
19,-1,0,0
20,-1,0,0
21,-1,0,0
22,-1,0,0
23,-1,0,0
24,-1,0,0
25,-1,0,0
26,-1,0,0
27,41,1,6
28,-1,0,0
29,-1,0,0
30,-1,0,0
31,-1,0,0
32,25,1,2
33,29,1,9
34,33,2,10
35,28,2,11
36,35,2,16
37,20,1,3
38,27,1,5
39,25,1,1
40,24,1,2
41,25,2,20
42,23,4,22
43,27,4,10
44,25,4,22
45,23,2,6
46,27,1,6
47,26,1,6
48,25,1,8
49,27,1,11
50,26,1,10
51,26,1,12
52,-1,0,0
53,-1,0,0
54,-1,0,0
55,27,1,10
56,29,1,8
57,23,1,8
59,30,1,10
60,28,1,12
61,29,1,10
62,27,1,12
63,-1,0,0
64,-1,0,0
65,-1,0,0
66,-1,0,0
67,-1,0,0
68,-1,0,0
69,-1,0,0
70,-1,0,0
71,-1,0,0
72,-1,0,0
73,-1,0,0
74,30,1,11
75,30,1,7
76,27,1,18
77,29,1,9
78,-1,0,0
79,-1,0,0
80,-1,0,0
81,28,1,11
82,20,1,12
85,-1,0,0
86,-1,0,0
87,-1,0,0
88,26,1,3
89,24,1,9
90,25,1,11
91,24,1,13
92,25,1,22
93,24,1,7
94,-1,0,0
95,-1,0,0
96,-1,0,0
97,-1,0,0
98,37,1,7
99,35,2,12
100,29,2,10
101,32,2,20
102,35,2,24
103,26,1,7
104,23,1,3
105,-1,0,0
106,-1,0,0
107,-1,0,0
108,-1,0,0
109,-1,0,0
110,-1,0,0
111,27,1,3
112,27,1,7
113,40,1,7
114,26,1,8
115,34,1,9
116,27,2,4
117,20,1,13
118,24,1,7
119,22,1,5
120,20,1,9
121,-1,0,0
122,-1,0,0
123,-1,0,0
124,-1,0,0
125,-1,0,0
126,-1,0,0
340,-1,0,0
290,-1,0,0
291,-1,0,0
292,-1,0,0
331,-1,0,0
332,-1,0,0
333,-1,0,0
334,-1,0,0
335,12,1,4
336,-1,0,0
337,-1,0,0
338,-1,0,0
339,-1,0,0
341,-1,0,0
342,-1,0,0
343,-1,0,0
344,-1,0,0
345,-1,0,0
346,25,1,4
347,27,1,14
348,26,2,9
349,20,2,15
350,26,1,6
351,23,1,2
352,27,1,4
353,25,1,1
354,-1,0,0
355,-1,0,0
356,-1,0,0
357,-1,0,0
358,-1,0,0
359,-1,0,0
360,-1,0,0
361,-1,0,0
362,-1,0,0
363,31,1,8
364,21,2,13
365,20,1,11
366,19,1,3
367,-1,0,0
368,-1,0,0
369,-1,0,0
370,-1,0,0
371,-1,0,0
372,-1,0,0
415,-1,0,0
416,-1,0,0
417,13,1,15
418,22,1,3
419,27,6,48
420,23,2,15
421,23,2,15
422,23,2,4
423,22,1,13
424,-1,0,0
425,-1,0,0
426,24,1,8
427,25,2,7
428,22,1,15
429,25,5,23
430,31,4,12
439,-1,0,0
440,-1,0,0
441,-1,0,0
442,-1,0,0
443,-1,0,0
444,-1,0,0
445,28,2,10
446,24,1,15
447,23,1,11
448,24,2,10
449,25,1,3
450,32,1,2
451,23,1,12
452,24,1,12
453,27,1,9
454,17,2,11
1,-1,0,0
2,-1,0,0
3,24,1,2
4,21,1,11
5,26,1,11
6,24,1,10
7,23,1,12
127,-1,0,0
129,-1,0,0
131,-1,0,0
132,-1,0,0
133,24,1,5
134,20,1,5
135,23,1,5
136,27,1,2
137,-1,0,0
138,27,1,1
139,28,1,10
140,26,1,6
141,27,1,7
142,25,1,8
143,30,1,8
144,-1,0,0
145,-1,0,0
146,-1,0,0
147,-1,0,0
148,-1,0,0
149,-1,0,0
150,-1,0,0
151,33,1,10
152,26,1,18
153,24,1,7
154,-1,0,0
155,-1,0,0
156,-1,0,0
157,27,1,1
158,20,1,9
159,20,1,7
160,20,1,7
161,24,1,6
162,-1,0,0
166,-1,0,0
168,-1,0,0
169,29,1,12
170,30,1,8
171,15,1,5
172,-1,0,0
173,-1,0,0
174,-1,0,0
175,-1,0,0
176,-1,0,0
177,-1,0,0
178,20,1,5
179,26,1,13
180,25,1,8
181,23,1,12
182,-1,0,0
183,-1,0,0
184,-1,0,0
185,-1,0,0
186,-1,0,0
187,-1,0,0
188,-1,0,0
189,27,1,2
190,23,1,12
191,22,1,9
192,20,1,14
193,19,1,5
194,22,1,4
195,-1,0,0
196,-1,0,0
197,-1,0,0
198,-1,0,0
199,-1,0,0
200,31,1,9
201,27,1,11
202,20,1,12
203,21,1,11
204,24,1,1
205,-1,0,0
206,-1,0,0
207,27,1,7
208,23,1,14
209,23,1,11
210,23,1,5
974,-1,0,0
975,-1,0,0
986,-1,0,0
987,-1,0,0
994,-1,0,0
997,-1,0,0
1000,-1,0,0
1001,-1,0,0
1003,-1,0,0
1132,-1,0,0
1133,28,1,4
1134,38,1,15
1151,-1,0,0
1152,-1,0,0
1153,-1,0,0
1170,-1,0,0
1171,-1,0,0
1172,-1,0,0
1173,-1,0,0
1178,-1,0,0
1181,20,1,3
1182,27,1,14
1183,-1,0,0
1184,-1,0,0
1185,-1,0,0
1186,31,1,8
1187,-1,1,2
1188,-1,0,0
1189,22,1,2
1192,-1,0,0
1193,29,1,4
1211,26,1,9
1212,-1,0,0
1213,-1,0,0
1214,-1,0,0
1215,-1,0,0
1216,25,1,2
1217,31,3,7
1218,23,3,23
1219,25,3,19
1220,20,2,13
1221,25,2,15
1222,20,2,4
1223,-1,0,0
1224,-1,0,0
1225,21,1,7
1226,20,1,10
1227,20,1,11
1228,22,1,9
1229,-1,0,0
1230,-1,0,0
1231,22,1,1
1232,-1,0,0
1233,-1,0,0
1234,-1,0,0
1235,-1,0,0
1236,-1,0,0
1237,-1,0,0
1238,-1,0,0
1239,-1,0,0
1240,-1,0,0
1241,-1,0,0
1242,-1,0,0
1243,-1,0,0
1244,-1,0,0
1245,-1,0,0
1246,-1,0,0
1247,-1,0,0
1248,-1,0,0
1249,-1,0,0
1250,23,1,8
1251,22,1,10
1252,20,1,14
1253,26,1,4
1254,23,1,2
1255,25,1,1
1256,27,1,1
1257,-1,0,0
1258,20,1,3
1259,-1,0,0
1260,-1,0,0
1261,18,1,5
1262,-1,0,0
1263,-1,0,0
1264,21,1,4
1265,21,2,16
1266,20,1,10
1267,-1,0,0
1268,28,1,1
1280,-1,0,0
1285,26,1,6
1286,17,1,11
1287,25,1,7
1288,21,1,1
1289,25,1,7
1290,-1,0,0
1291,-1,0,0
1292,21,1,2
1293,20,2,26
1294,18,3,6
1295,20,2,16
1296,21,1,9
1297,-1,0,0
1298,-1,0,0
1299,-1,0,0
1300,16,1,7
1301,23,1,10
1302,-1,0,0
1303,23,1,4
1304,-1,0,0
1305,-1,0,0
1306,-1,0,0
1307,16,1,7
1308,-1,0,0
1309,-1,0,0
493,21,1,12
494,19,1,11
495,23,1,10
496,21,1,12
809,34,1,8
810,29,1,10
811,32,1,12
812,29,1,11
813,29,1,10
814,29,1,1
815,18,1,6
816,-1,0,0
817,-1,0,0
821,-1,0,0
822,-1,0,0
823,-1,0,0
824,-1,0,0
825,32,1,3
826,28,1,1
827,-1,0,0
828,-1,0,0
829,-1,0,0
830,-1,0,0
831,-1,0,0
832,-1,0,0
834,-1,0,0
835,-1,0,0
837,-1,0,0
838,-1,0,0
839,-1,0,0
840,-1,0,0
841,-1,0,0
842,-1,0,0
843,-1,0,0
844,-1,0,0
845,-1,0,0
846,-1,0,0
847,-1,0,0
848,-1,0,0
850,-1,0,0
851,-1,0,0
852,-1,0,0
853,-1,0,0
854,25,1,1
856,-1,0,0
857,-1,0,0
858,-1,0,0
859,-1,0,0
860,25,1,2
861,19,1,2
862,-1,0,0
863,-1,0,0
864,30,1,3
866,-1,0,0
867,-1,0,0
871,-1,0,0
872,-1,0,0
873,-1,0,0
874,-1,0,0
875,-1,0,0
876,-1,0,0
877,-1,0,0
878,-1,0,0
879,-1,0,0
880,-1,0,0
881,-1,0,0
882,-1,0,0
883,-1,0,0
884,-1,0,0
886,-1,0,0
887,-1,0,0
888,-1,0,0
928,-1,0,0
929,-1,0,0
930,-1,0,0
931,-1,0,0
932,-1,0,0
933,38,2,11
934,38,2,6
935,-1,0,0
936,-1,0,0
937,-1,0,0
938,-1,0,0
939,-1,0,0
940,-1,0,0
941,-1,0,0
942,-1,0,0
943,-1,0,0
944,-1,0,0
945,-1,0,0
946,-1,0,0
947,-1,0,0
948,-1,0,0
949,-1,0,0
950,-1,0,0
954,-1,0,0
955,-1,0,0
956,-1,0,0
957,-1,0,0
960,-1,0,0
961,-1,0,0
962,-1,0,0
966,-1,0,0
967,-1,0,0
968,-1,0,0
969,-1,0,0
970,-1,0,0
971,-1,0,0
972,-1,0,0
976,-1,0,0
977,-1,0,0
978,-1,0,0
979,-1,0,0
980,-1,0,0
985,-1,0,0
1052,-1,0,0
1053,26,3,17
1054,19,6,48
1055,-1,0,0
1056,22,1,2
1057,-1,0,0
1058,-1,0,0
1059,-1,0,0
1060,-1,0,0
1061,-1,0,0
1062,-1,0,0
1063,-1,0,0
1081,36,1,1
1082,20,1,6
1083,-1,0,0
1089,-1,0,0
1090,-1,0,0
1091,-1,0,0
1098,-1,0,0
1099,-1,0,0
1100,0,1,21
1101,-1,0,0
1102,-1,0,0
1103,-1,0,0
1104,-1,0,0
1105,-1,0,0
1115,-1,0,0
1116,32,1,1
1117,-1,0,0
1118,-1,0,0
1124,-1,0,0
1276,28,2,9
1274,-1,0,0
1273,25,1,5
1272,17,1,3
1271,25,1,3
1270,25,4,18
1269,22,3,15
1210,25,1,10
1209,25,1,13
1208,23,1,13
1207,25,1,9
1206,26,1,1
1205,-1,0,0
1204,-1,0,0
1203,27,1,10
1202,25,1,10
1201,-1,0,0
1200,-1,0,0
1127,-1,0,0
1126,29,1,1
1125,-1,0,0
1051,-1,0,0
1050,-1,0,0
1049,-1,0,0
1040,-1,0,0
247,-1,0,0
248,-1,0,0
249,-1,0,0
250,-1,0,0
251,19,1,4
485,-1,0,0
486,-1,0,0
487,-1,0,0
488,-1,0,0
489,-1,0,0
490,-1,0,0
491,27,1,7
492,-1,0,0
497,22,1,6
498,12,1,4
499,-1,0,0
500,28,1,2
501,32,1,12
502,27,1,11
503,36,1,13
504,38,1,11
505,32,3,24
506,31,1,2
508,27,1,16
509,27,1,5
510,-1,0,0
511,-1,0,0
512,-1,0,0
513,24,1,1
514,-1,0,0
515,28,1,1
516,-1,0,0
517,-1,0,0
518,25,1,2
519,-1,0,0
520,14,2,4
521,-1,0,0
525,-1,0,0
526,-1,0,0
527,-1,0,0
528,-1,0,0
529,-1,0,0
530,-1,0,0
531,-1,0,0
612,45,2,5
615,38,1,2
616,41,1,2
737,-1,0,0
738,-1,0,0
739,-1,0,0
752,-1,0,0
753,-1,0,0
755,-1,0,0
756,-1,0,0
757,-1,0,0
758,-1,0,0
759,-1,0,0
760,25,1,4
762,-1,0,0
763,-1,0,0
765,20,1,4
766,-1,0,0
767,-1,0,0
768,-1,0,0
769,-1,0,0
770,-1,0,0
776,-1,0,0
777,-1,0,0
778,-1,0,0
779,-1,0,0
780,-1,0,0
781,-1,0,0
782,-1,0,0
783,-1,0,0
784,-1,0,0
785,-1,0,0
786,-1,0,0
787,-1,0,0
788,-1,0,0
789,-1,0,0
790,-1,0,0
791,-1,0,0
792,-1,0,0
793,-1,0,0
795,-1,0,0
796,-1,0,0
797,-1,0,0
798,-1,0,0
799,-1,0,0
800,-1,0,0
801,-1,0,0
802,-1,0,0
803,-1,0,0
804,-1,0,0
805,-1,0,0
806,-1,0,0
807,-1,0,0
808,27,1,3
889,-1,0,0
890,-1,0,0
891,-1,0,0
892,-1,0,0
893,-1,0,0
894,-1,0,0
895,-1,0,0
896,-1,0,0
898,34,1,9
899,27,1,9
900,25,1,12
903,25,2,13
904,26,1,2
907,28,4,20
908,25,3,25
911,-1,0,0
912,28,1,11
913,21,1,12
914,28,2,20
917,27,2,13
918,29,1,14
921,27,3,7
922,-1,0,0
925,-1,0,0
926,-1,0,0
927,-1,0,0
1011,-1,0,0
1018,-1,0,0
1024,-1,0,0
1025,-1,0,0
1026,-1,0,0
1027,-1,0,0
1028,-1,0,0
1029,-1,0,0
1031,-1,0,0
1033,-1,0,0
1034,-1,0,0
1035,-1,0,0
1036,-1,0,0
1037,-1,0,0
1038,19,1,2
1277,24,1,1
1199,-1,0,0
1198,-1,0,0
1197,-1,0,0
1196,-1,0,0
254,-1,0,0
255,-1,0,0
256,-1,0,0
257,-1,0,0
258,19,1,9
259,26,1,21
260,23,1,18
261,25,1,1
262,-1,0,0
263,25,1,16
264,-1,0,0
265,-1,0,0
266,-1,0,0
267,-1,0,0
268,-1,0,0
269,-1,0,0
270,43,1,3
271,25,1,11
272,28,1,13
273,15,1,6
274,-1,0,0
275,-1,0,0
276,-1,0,0
277,37,1,17
278,36,2,38
279,-1,0,0
280,-1,0,0
281,-1,0,0
282,-1,0,0
283,-1,0,0
284,-1,0,0
285,-1,0,0
286,-1,0,0
287,-1,0,0
288,-1,0,0
289,-1,0,0
456,-1,0,0
457,-1,0,0
458,-1,0,0
459,-1,0,0
460,-1,0,0
463,-1,0,0
464,-1,0,0
465,27,1,11
466,29,1,12
467,32,2,30
468,28,3,10
469,27,2,10
470,31,1,8
471,-1,0,0
472,-1,0,0
473,-1,0,0
474,-1,0,0
477,30,1,4
478,-1,0,0
479,-1,0,0
480,-1,0,0
481,-1,0,0
482,-1,0,0
483,-1,0,0
484,-1,0,0
618,-1,0,0
620,-1,0,0
621,-1,0,0
622,-1,0,0
623,28,1,9
624,27,1,8
625,-1,0,0
626,-1,0,0
627,-1,0,0
628,-1,0,0
629,26,1,6
632,-1,0,0
633,-1,0,0
634,-1,0,0
635,26,1,5
636,34,1,3
637,28,1,6
638,28,1,11
639,-1,0,0
640,-1,0,0
641,32,1,11
642,25,1,3
643,-1,0,0
644,-1,0,0
645,28,1,11
646,31,1,13
647,30,2,10
648,23,2,12
649,26,1,8
650,-1,0,0
651,-1,0,0
652,-1,0,0
653,-1,0,0
656,-1,0,0
660,-1,0,0
670,-1,0,0
673,-1,0,0
674,-1,0,0
679,23,1,1
680,-1,0,0
683,-1,0,0
684,-1,0,0
685,-1,0,0
686,-1,0,0
687,-1,0,0
688,-1,0,0
689,-1,0,0
690,-1,0,0
691,-1,0,0
692,-1,0,0
693,-1,0,0
694,-1,0,0
695,-1,0,0
696,-1,0,0
697,-1,0,0
698,-1,0,0
699,-1,0,0
700,-1,0,0
702,-1,0,0
703,-1,0,0
704,33,1,9
705,36,1,12
706,36,1,7
707,34,1,11
708,24,1,13
709,25,1,16
710,16,2,9
711,29,1,11
712,29,1,12
713,31,1,12
714,26,1,9
715,27,1,10
716,-1,0,0
717,-1,0,0
718,-1,0,0
719,21,1,2
721,-1,0,0
771,-1,0,0
772,-1,0,0
773,-1,0,0
774,-1,0,0
775,-1,0,0
1283,23,1,7
1282,16,1,4
1281,23,1,3
83,-1,0,0
84,30,3,5
211,-1,0,0
212,28,1,5
214,-1,0,0
215,-1,0,0
216,-1,0,0
217,27,1,4
218,26,1,12
219,19,1,9
220,23,1,12
221,31,1,8
222,25,1,4
223,-1,0,0
224,-1,0,0
225,-1,0,0
226,27,1,3
227,30,1,1
228,19,1,17
229,-1,0,0
230,28,1,13
231,25,1,10
232,25,1,8
233,25,1,10
234,28,1,11
235,-1,0,0
236,-1,0,0
237,31,1,8
238,20,1,5
239,27,1,12
240,28,1,7
241,26,1,1
242,23,1,3
243,37,1,13
244,23,1,2
245,-1,0,0
246,-1,0,0
252,25,1,12
253,-1,0,0
293,-1,0,0
294,-1,0,0
295,-1,0,0
296,-1,0,0
297,-1,0,0
298,-1,0,0
299,-1,0,0
300,-1,0,0
301,-1,0,0
302,-1,0,0
303,23,1,11
304,21,1,11
305,23,1,10
306,23,1,13
307,25,1,6
308,-1,0,0
309,-1,0,0
310,-1,0,0
311,20,1,9
312,21,1,15
313,21,1,13
314,25,1,7
315,-1,0,0
316,-1,0,0
317,-1,0,0
318,26,1,1
319,-1,0,0
320,18,1,3
321,-1,0,0
322,-1,0,0
323,-1,0,0
324,-1,0,0
325,-1,0,0
326,20,1,7
327,-1,0,0
328,-1,0,0
329,-1,0,0
330,-1,0,0
407,29,5,14
408,29,4,13
409,23,3,18
410,26,3,16
411,-1,0,0
412,32,1,6
413,25,1,12
414,25,1,13
455,24,2,15
532,-1,0,0
533,-1,0,0
534,-1,0,0
535,-1,0,0
536,-1,0,0
537,-1,0,0
538,-1,0,0
539,-1,0,0
540,32,1,5
541,-1,0,0
542,-1,0,0
543,-1,0,0
544,29,1,3
545,-1,0,0
546,-1,0,0
547,-1,0,0
548,-1,0,0
549,-1,0,0
550,-1,0,0
551,-1,0,0
552,-1,0,0
553,-1,0,0
554,-1,0,0
555,-1,0,0
556,-1,0,0
557,-1,0,0
558,-1,0,0
559,-1,0,0
560,-1,0,0
563,-1,0,0
564,-1,0,0
565,-1,0,0
566,-1,0,0
567,-1,0,0
568,38,1,6
569,37,1,11
570,-1,0,0
571,-1,0,0
572,-1,0,0
573,-1,0,0
574,19,1,5
575,25,1,9
576,27,1,13
577,30,1,11
578,-1,0,0
579,-1,0,0
580,-1,0,0
581,-1,0,0
582,37,2,4
583,39,2,4
584,29,1,3
586,-1,0,0
587,-1,0,0
589,-1,0,0
591,-1,0,0
592,-1,0,0
593,-1,0,0
594,-1,0,0
595,-1,0,0
596,-1,0,0
597,-1,0,0
598,-1,0,0
599,-1,0,0
600,-1,0,0
601,-1,0,0
602,-1,0,0
604,-1,0,0
605,-1,0,0
606,-1,0,0
607,-1,0,0
608,-1,0,0
609,-1,0,0
610,-1,0,0
611,50,2,4
71,-1,0,0
72,26,1,2
73,24,1,1
74,-1,0,0
75,-1,0,0
76,-1,0,0
77,-1,0,0
78,25,1,13
79,26,1,11
80,20,1,11
81,26,1,15
82,-1,0,0
85,27,3,17
86,28,3,7
87,24,2,18
88,31,2,11
89,23,2,14
90,-1,0,0
91,-1,0,0
92,-1,0,0
93,-1,0,0
94,22,1,5
95,20,1,11
96,29,1,10
97,20,1,13
98,34,2,10
99,35,1,7
100,34,1,6
101,35,1,9
102,35,1,10
103,-1,0,0
104,-1,0,0
105,-1,0,0
106,29,1,6
107,29,1,8
108,33,1,7
109,25,1,12
110,36,1,5
111,-1,0,0
112,-1,0,0
113,28,1,7
114,22,1,9
115,20,1,12
116,20,1,4
117,-1,0,0
118,-1,0,0
119,-1,0,0
120,-1,0,0
121,-1,0,0
122,-1,0,0
123,-1,0,0
124,-1,0,0
125,-1,0,0
126,-1,0,0
290,-1,0,0
291,-1,0,0
292,-1,0,0
331,-1,0,0
332,-1,0,0
333,-1,0,0
334,-1,0,0
335,30,1,1
336,-1,0,0
337,24,2,14
338,-1,0,0
339,35,1,3
340,29,1,7
341,33,1,8
342,27,2,9
343,30,2,7
344,29,2,11
345,25,2,2
346,28,2,4
347,27,1,8
348,-1,0,0
349,-1,0,0
350,-1,0,0
351,-1,0,0
352,-1,0,0
353,-1,0,0
354,-1,0,0
355,-1,0,0
356,-1,0,0
357,-1,0,0
358,20,1,3
359,18,1,8
360,32,1,7
361,31,1,10
362,25,1,4
363,-1,0,0
364,25,1,7
365,30,1,4
366,-1,0,0
367,-1,0,0
368,-1,0,0
369,-1,0,0
370,-1,0,0
371,-1,0,0
372,-1,0,0
373,-1,0,0
374,-1,0,0
375,-1,0,0
376,-1,0,0
377,-1,0,0
378,26,1,2
379,26,1,1
380,26,1,4
381,29,1,4
382,27,1,8
383,18,1,4
384,25,1,6
385,-1,0,0
386,-1,0,0
387,-1,0,0
388,-1,0,0
389,-1,0,0
390,-1,0,0
391,19,1,9
392,18,1,14
393,24,1,9
394,23,1,5
395,17,1,4
396,-1,0,0
397,-1,0,0
398,-1,0,0
399,-1,0,0
400,-1,0,0
401,-1,0,0
402,-1,0,0
403,-1,0,0
404,25,1,2
405,29,1,12
406,31,1,7
415,-1,0,0
416,-1,0,0
417,-1,0,0
418,-1,0,0
419,24,3,22
420,23,1,8
421,23,2,11
422,22,1,12
423,26,2,24
424,14,1,3
425,31,1,11
426,33,2,25
427,34,2,19
428,29,1,15
429,28,1,10
430,-1,0,0
439,-1,0,0
440,-1,0,0
441,-1,0,0
442,-1,0,0
443,-1,0,0
444,28,1,1
445,20,1,10
446,20,1,14
447,23,2,24
448,21,3,23
449,-1,0,0
450,32,1,1
451,23,1,4
452,20,1,3
453,20,1,3
454,20,2,8
1,20,1,11
2,22,1,13
3,21,1,6
4,-1,0,0
5,-1,0,0
6,-1,0,0
7,-1,0,0
8,-1,0,0
9,-1,0,0
10,-1,0,0
11,-1,0,0
12,32,1,7
13,32,1,8
14,18,1,5
15,-1,0,0
16,-1,0,0
17,-1,0,0
19,-1,0,0
20,-1,0,0
21,-1,0,0
22,-1,0,0
23,-1,0,0
24,-1,0,0
25,-1,0,0
26,-1,0,0
27,-1,0,0
28,-1,0,0
29,-1,0,0
30,-1,0,0
31,-1,0,0
32,25,1,1
33,28,1,3
34,-1,0,0
35,30,1,3
36,29,3,25
37,26,4,24
38,27,5,24
39,26,4,21
40,28,4,10
41,31,4,20
42,25,3,18
43,25,3,10
44,27,3,20
45,23,1,4
46,-1,0,0
47,-1,0,0
48,-1,0,0
49,-1,0,0
50,-1,0,0
51,20,1,9
52,26,1,20
53,26,1,9
54,26,1,10
55,-1,0,0
56,-1,0,0
57,-1,0,0
59,-1,0,0
60,-1,0,0
61,-1,0,0
62,32,1,2
63,27,1,11
64,30,1,5
65,23,1,12
66,26,1,12
67,21,1,8
68,-1,0,0
69,-1,0,0
70,-1,0,0
127,25,1,1
129,16,1,3
131,-1,0,0
132,-1,0,0
133,23,1,7
134,20,1,7
135,25,1,5
136,23,2,22
137,27,2,23
138,36,1,3
139,29,1,10
140,-1,0,0
141,-1,0,0
142,-1,0,0
143,-1,0,0
144,29,1,9
145,30,1,7
146,28,1,5
147,20,1,5
148,18,1,4
149,-1,0,0
150,-1,0,0
151,-1,0,0
152,-1,0,0
153,-1,0,0
154,23,1,6
155,27,1,8
156,31,1,4
157,24,1,7
158,29,1,7
159,23,1,1
160,-1,0,0
161,-1,0,0
162,23,1,4
166,-1,0,0
168,-1,0,0
169,-1,0,0
170,-1,0,0
171,25,1,2
172,29,1,14
173,21,1,10
174,26,1,11
175,31,1,2
176,-1,0,0
177,-1,0,0
178,-1,0,0
179,-1,0,0
180,-1,0,0
181,-1,0,0
182,-1,0,0
183,-1,0,0
184,-1,0,0
185,-1,0,0
186,22,1,9
187,23,1,13
188,21,1,11
189,24,1,4
190,-1,0,0
191,-1,0,0
192,-1,0,0
193,-1,0,0
194,-1,0,0
195,10,1,3
196,26,1,11
197,26,1,12
198,27,1,12
199,25,1,10
200,-1,0,0
201,-1,0,0
202,-1,0,0
203,-1,0,0
204,22,1,8
205,24,1,12
206,20,1,13
207,23,1,10
208,23,1,6
209,-1,0,0
210,-1,0,0
1303,23,1,1
1304,23,1,2
1305,-1,0,0
1306,-1,0,0
1307,14,2,3
1308,-1,0,0
1309,-1,0,0
974,-1,0,0
975,-1,0,0
1132,-1,0,0
1133,32,1,7
1134,-1,0,0
