route_id,speed,bus_count,message_count
129,-1,0,0
127,-1,0,0
974,-1,0,0
975,-1,0,0
1132,-1,0,0
1133,31,1,1
1134,-1,0,0
1151,-1,0,0
1152,-1,0,0
1153,-1,0,0
1170,-1,0,0
1171,-1,0,0
1172,-1,0,0
1173,25,1,2
1178,-1,0,0
1181,-1,0,0
1182,-1,0,0
1183,-1,0,0
1184,-1,0,0
1185,-1,0,0
1186,-1,0,0
1187,-1,0,0
1188,23,1,5
1189,-1,0,0
1192,-1,0,0
1193,-1,0,0
1211,-1,0,0
1212,24,1,7
1213,25,1,11
1214,25,1,11
1215,23,1,9
1216,23,1,13
1217,-1,0,0
1218,-1,0,0
1219,-1,0,0
1220,-1,0,0
1226,-1,0,0
1227,-1,0,0
1228,15,1,4
1229,14,1,12
1230,16,2,11
1231,22,1,1
1232,-1,0,0
1233,-1,0,0
1234,-1,0,0
1235,-1,0,0
1236,-1,0,0
1237,-1,0,0
1238,-1,0,0
1239,-1,0,0
1240,-1,0,0
1241,-1,0,0
1242,-1,0,0
1243,-1,0,0
1244,24,1,7
1245,24,1,14
1246,22,1,12
1247,25,1,10
1248,24,1,10
1249,24,1,8
1250,-1,0,0
1251,-1,0,0
1252,-1,0,0
1253,33,1,5
1254,27,2,9
1255,25,2,12
1256,32,1,8
1257,22,1,12
1258,16,1,11
1259,-1,0,0
1260,-1,0,0
1261,22,1,8
1262,21,1,12
1263,23,1,10
1264,-1,0,0
1265,25,1,3
1266,-1,0,0
1267,-1,0,0
1268,-1,0,0
1280,-1,0,0
1285,-1,0,0
1286,23,1,12
1287,-1,0,0
1288,-1,0,0
1289,-1,0,0
1290,-1,0,0
1291,-1,0,0
1292,22,1,12
1293,-1,0,0
1294,-1,0,0
1295,16,2,16
1296,-1,0,0
1297,21,1,3
1298,-1,0,0
1299,-1,0,0
1300,-1,0,0
1303,-1,0,0
1304,23,1,2
1305,-1,0,0
1306,-1,0,0
1307,18,1,4
1308,-1,0,0
1309,23,1,2
493,-1,0,0
494,-1,0,0
495,-1,0,0
496,-1,0,0
801,-1,0,0
802,-1,0,0
803,-1,0,0
804,-1,0,0
805,-1,0,0
806,-1,0,0
807,50,3,6
808,16,2,12
809,34,1,3
810,32,1,2
811,32,1,2
812,-1,0,0
813,-1,0,0
814,-1,0,0
815,18,2,9
816,26,1,8
817,30,1,1
821,-1,0,0
822,-1,0,0
823,-1,0,0
824,-1,0,0
825,29,1,10
826,28,1,3
827,-1,0,0
828,-1,0,0
829,-1,0,0
830,-1,0,0
831,-1,0,0
832,-1,0,0
834,-1,0,0
835,-1,0,0
837,-1,0,0
838,-1,0,0
839,-1,0,0
840,-1,0,0
841,-1,0,0
842,-1,0,0
843,-1,0,0
844,-1,0,0
845,-1,0,0
846,-1,0,0
847,-1,0,0
848,-1,0,0
850,-1,0,0
851,-1,0,0
852,-1,0,0
853,-1,0,0
854,-1,0,0
856,-1,0,0
857,-1,0,0
858,-1,0,0
859,-1,0,0
860,25,1,2
861,-1,0,0
862,-1,0,0
863,-1,0,0
864,-1,0,0
866,25,1,9
867,18,1,1
871,-1,0,0
872,-1,0,0
873,-1,0,0
874,-1,0,0
875,-1,0,0
876,-1,0,0
877,-1,0,0
878,-1,0,0
879,-1,0,0
880,-1,0,0
881,-1,0,0
882,-1,0,0
883,-1,0,0
966,-1,0,0
884,23,1,4
886,-1,0,0
887,-1,0,0
888,-1,0,0
928,27,1,6
929,-1,0,0
930,-1,0,0
931,-1,0,0
932,-1,0,0
933,-1,0,0
934,28,1,1
935,-1,0,0
936,-1,0,0
937,-1,0,0
938,-1,0,0
939,-1,0,0
940,-1,0,0
941,-1,0,0
942,-1,0,0
943,-1,0,0
944,18,1,11
945,-1,0,0
946,-1,0,0
947,-1,0,0
948,-1,0,0
949,-1,0,0
950,-1,0,0
954,-1,0,0
955,-1,0,0
956,-1,0,0
957,-1,0,0
960,-1,0,0
961,-1,0,0
962,-1,0,0
967,-1,0,0
968,-1,0,0
969,-1,0,0
970,-1,0,0
971,-1,0,0
972,-1,0,0
976,-1,0,0
977,-1,0,0
978,-1,0,0
979,-1,0,0
980,-1,0,0
985,-1,0,0
986,-1,0,0
987,-1,0,0
994,-1,0,0
997,-1,0,0
1000,-1,0,0
1001,-1,0,0
1003,-1,0,0
1052,-1,0,0
1053,25,2,11
1054,20,5,21
1055,-1,0,0
1056,22,1,2
1057,22,1,2
1058,-1,0,0
1059,-1,0,0
1060,-1,0,0
1061,-1,0,0
1062,-1,0,0
1063,-1,0,0
1081,-1,0,0
1082,-1,0,0
1083,-1,0,0
1089,31,1,1
1090,31,1,5
1091,-1,0,0
1098,-1,0,0
1099,-1,0,0
1100,0,1,24
1101,-1,0,0
1102,-1,0,0
1103,-1,0,0
1104,28,1,26
1105,-1,0,0
1115,-1,0,0
1116,-1,0,0
1117,-1,0,0
1118,-1,0,0
1124,-1,0,0
1221,21,1,2
1222,20,3,23
1223,24,1,1
1224,-1,0,0
1225,-1,0,0
1276,-1,0,0
1301,-1,0,0
1302,-1,0,0
247,-1,0,0
248,-1,0,0
249,-1,0,0
250,-1,0,0
251,-1,0,0
469,37,3,27
470,35,2,16
471,-1,0,0
472,-1,0,0
473,-1,0,0
474,-1,0,0
477,-1,0,0
478,-1,0,0
479,-1,0,0
480,-1,0,0
481,-1,0,0
482,-1,0,0
483,-1,0,0
484,-1,0,0
485,-1,0,0
486,-1,0,0
487,-1,0,0
488,-1,0,0
489,-1,0,0
490,-1,0,0
491,-1,0,0
492,-1,0,0
497,-1,0,0
498,13,2,20
499,22,1,11
500,22,1,11
501,27,1,1
502,-1,0,0
503,-1,0,0
504,-1,0,0
505,26,1,19
506,29,1,14
508,-1,0,0
509,-1,0,0
510,-1,0,0
511,-1,0,0
512,-1,0,0
513,24,1,1
514,-1,0,0
515,-1,0,0
516,-1,0,0
517,-1,0,0
518,-1,0,0
519,29,1,14
520,33,3,25
521,-1,0,0
525,-1,0,0
526,-1,0,0
527,-1,0,0
528,-1,0,0
529,-1,0,0
530,-1,0,0
531,-1,0,0
612,-1,0,0
615,38,1,1
616,41,1,1
737,-1,0,0
738,-1,0,0
739,-1,0,0
752,-1,0,0
753,-1,0,0
755,-1,0,0
756,-1,0,0
757,-1,0,0
758,-1,0,0
759,-1,0,0
760,25,1,1
762,-1,0,0
763,-1,0,0
765,-1,0,0
766,-1,0,0
767,-1,0,0
768,-1,0,0
769,-1,0,0
770,10,1,5
776,-1,0,0
777,-1,0,0
778,-1,0,0
779,-1,0,0
780,-1,0,0
781,-1,0,0
782,-1,0,0
783,-1,0,0
784,-1,0,0
785,-1,0,0
786,-1,0,0
787,-1,0,0
788,-1,0,0
789,-1,0,0
790,-1,0,0
791,-1,0,0
792,-1,0,0
793,-1,0,0
795,-1,0,0
796,-1,0,0
797,28,1,11
798,-1,0,0
799,-1,0,0
800,-1,0,0
889,51,1,1
890,40,1,2
891,-1,0,0
892,-1,0,0
893,-1,0,0
894,-1,0,0
895,-1,0,0
896,-1,0,0
898,-1,0,0
899,-1,0,0
900,-1,0,0
903,18,1,4
904,27,1,13
907,27,2,12
908,20,2,18
911,22,2,24
912,-1,0,0
913,-1,0,0
914,26,1,5
917,25,1,11
918,25,1,15
921,20,3,20
922,19,2,13
925,20,1,19
926,26,3,25
927,27,3,9
1011,-1,0,0
1018,-1,0,0
1024,-1,0,0
1025,-1,0,0
1026,-1,0,0
1027,-1,0,0
1028,-1,0,0
1029,-1,0,0
1031,-1,0,0
1033,-1,0,0
1034,-1,0,0
1035,-1,0,0
1036,-1,0,0
1037,15,2,4
1038,-1,0,0
1040,-1,0,0
1049,-1,0,0
1050,-1,0,0
1051,-1,0,0
1125,-1,0,0
1126,33,1,6
1127,36,1,20
1200,-1,0,0
1201,-1,0,0
1202,-1,0,0
1203,-1,0,0
1204,-1,0,0
1205,-1,0,0
1206,-1,0,0
1207,-1,0,0
1208,-1,0,0
1209,-1,0,0
1210,-1,0,0
1269,23,2,26
1270,22,2,36
1271,20,1,8
1272,18,1,12
1273,-1,0,0
1274,23,1,11
83,26,1,6
84,27,1,13
252,-1,0,0
253,-1,0,0
254,-1,0,0
255,26,1,6
256,-1,0,0
257,-1,0,0
258,-1,0,0
259,-1,0,0
260,-1,0,0
261,27,1,5
262,29,1,23
263,31,1,19
264,-1,0,0
265,-1,0,0
266,-1,0,0
267,-1,0,0
268,-1,0,0
269,-1,0,0
270,-1,0,0
271,-1,0,0
272,-1,0,0
273,23,1,3
274,27,2,38
275,26,2,32
276,25,2,23
277,30,1,14
278,-1,0,0
279,-1,0,0
280,-1,0,0
281,-1,0,0
282,-1,0,0
283,-1,0,0
284,-1,0,0
285,-1,0,0
286,-1,0,0
287,-1,0,0
288,-1,0,0
289,-1,0,0
306,-1,0,0
307,-1,0,0
308,23,1,9
309,21,1,14
310,20,1,14
311,-1,0,0
312,-1,0,0
313,-1,0,0
314,20,1,10
315,20,1,9
316,18,1,9
317,20,1,6
318,22,1,4
319,-1,0,0
320,28,2,10
321,29,2,22
322,29,2,23
323,20,2,25
324,23,2,23
325,27,2,8
326,-1,0,0
327,-1,0,0
328,-1,0,0
329,-1,0,0
330,-1,0,0
456,33,4,18
457,34,4,8
